formula,target
Nb1 Ga1 N2 O1,0.54
Pd1 Au1 N2 O1,2.32
Cd1 Te1 N2 O1,1.34
Ta1 Pd1 O3,0.28
La1 Ti1 O3,0.02
Sr1 La1 S1 O2,0.88
Te1 W1 O2 F1,0.88
B1 Sb1 O3,1.92
Cu1 Te1 N1 O1 F1,1.08
Ca1 Ru1 N3,1.38
Sc1 Hg1 O3,1.12
Ta1 Pb1 N1 O2,1.58
Re1 As1 N1 O1 F1,1.06
Mg1 Tl1 N1 O2,1.9
La1 Pd1 N3,1.18
Ti1 V1 O2 F1,0.58
Al1 Sn1 O2 F1,1.3
La1 V1 N3,0.22
Cs1 Ta1 S1 O2,3.82
Cs1 Mn1 N1 O1 F1,1.24
Zn1 In1 S1 O2,1.36
Ge1 Au1 O2 F1,0.88
La1 Tl1 O2 F1,1.1
Zn1 Bi1 N2 O1,1.56
Ba1 Sr1 O3,1.12
Tl1 In1 N2 O1,2.2
Hf1 Ga1 N1 O1 F1,0.64
V1 W1 N1 O2,1.3
K1 W1 N2 O1,2.24
Tl1 Bi1 S1 O2,1.4
Cu1 Os1 O3,1.24
Ga1 Co1 O3,0.84
Hf1 B1 S1 O2,1.16
Ni2 N2 O1,1.4
Fe1 Co1 O2 F1,0.94
K1 Pt1 S1 O2,1.54
Sc1 W1 S1 O2,0.96
Na1 Cr1 O3,2.66
La1 Mo1 S1 O2,0.52
Nb1 Ni1 N3,1.6
Hg1 B1 S1 O2,1.46
V2 N1 O2,0.7
Cd1 W1 N1 O1 F1,2.24
K1 V1 N2 O1,3.9
La1 Cu1 O3,0.54
La1 Sn1 O3,0.7
Re1 Te1 O2 F1,1.16
Cr1 Pt1 N3,1.22
Sr1 Hg1 N2 O1,2.8
Ge1 As1 N1 O1 F1,0.88
Ni1 Rh1 N2 O1,1.5
Cs1 Na1 O3,1.82
Cd1 Ir1 N3,1.74
Mg1 Ru1 N1 O1 F1,1.46
Ta1 As1 N2 O1,0.56
Ga1 Pt1 N3,2.28
Co1 Sn1 O3,0.76
Li1 Pb1 N2 O1,2.36
Na1 Au1 N1 O2,1.74
K1 Be1 N1 O2,1.72
V1 Hg1 O2 F1,2.12
Sb1 W1 S1 O2,0.8
Bi1 Sb1 S1 O2,1.08
Zr1 Mo1 S1 O2,1.06
Te1 Pb1 O3,0.64
Tl1 Bi1 N2 O1,1.58
Si1 Ir1 N2 O1,2.16
Mg1 Os1 N3,1.78
Li1 In1 O2 F1,1.28
Mg1 Os1 N2 O1,1.6
Sn1 Bi1 N1 O1 F1,0.8
Bi1 As1 O3,1.16
Ti1 Be1 O3,0.6
Ta1 Cu1 N2 O1,1.4
Cu1 Ni1 S1 O2,1.28
Ru1 Pb1 S1 O2,0.9
Ba1 Ti1 S1 O2,0.28
Ba1 Ge1 N2 O1,1
Hf1 Fe1 S1 O2,0.68
Be1 Pd1 N3,1.92
Ru1 Rh1 N3,1.4
Hf1 Ru1 O3,1.34
Pb1 Au1 S1 O2,1.26
Pd1 Os1 O2 F1,1.16
Hg1 Mo1 N1 O2,2.46
Li1 Ti1 N1 O2,1.22
Cs1 Au1 N1 O2,2.92
Y1 Ni1 O3,0.64
Al1 Re1 N1 O2,1.62
Sr1 Mg1 N2 O1,1.96
Sc1 Al1 O2 F1,0.58
V1 Pb1 N2 O1,1.52
Hg1 Ru1 O3,1.22
Ca1 Sc1 N3,1.76
Ba1 Fe1 N2 O1,1.06
Mg1 Sc1 N1 O1 F1,1.4
Li1 Hg1 O2 F1,1.68
Sr1 Ir1 S1 O2,1.5
Ba1 Pd1 O2 F1,0.78
Al1 Mo1 N1 O1 F1,1.38
K1 Al1 O3,0.66
Ca1 Ir1 N2 O1,1.28
K1 La1 N1 O2,1.14
Hf1 Ir1 S1 O2,1.7
Ta1 Al1 O3,0.56
Li1 Pd1 S1 O2,1.5
Ca1 Ta1 N1 O2,0.08
Rb1 Na1 N2 O1,3.74
Li1 Cu1 N1 O2,1.68
Ba1 Hg1 S1 O2,1.16
Sr1 Pt1 N1 O2,1.08
Y1 Nb1 S1 O2,0.7
Sc1 Be1 N1 O2,2.3
Cu1 Mo1 O2 F1,1.36
Y1 Re1 N2 O1,1.34
Nb1 Ru1 O2 F1,1.6
Hf1 Tl1 O2 F1,0.1
Y1 Hg1 N1 O2,1.64
Cs1 Na1 O2 F1,1.54
Re1 Os1 S1 O2,1.56
Rb1 Ba1 N1 O2,1.54
Be1 Os1 S1 O2,1.62
Zr1 Hg1 N1 O1 F1,0.62
Zr1 Tl1 O2 F1,1.98
Be1 Cu1 O3,1.6
Sr1 Be1 S1 O2,1.22
Li1 Ti1 O2 F1,0.24
Be1 V1 N3,1.84
In1 Ge1 N1 O2,1.1
Y1 Re1 O3,1.3
Pt1 Au1 O3,1.9
Na1 Sb1 N2 O1,1.56
Zn1 Sb1 N3,1.88
Os1 Pt1 N1 O2,2.12
Y1 Hf1 N1 O2,1.86
Li1 La1 N2 O1,1.8
Ti1 Mo1 N1 O2,0.7
Rb1 Ca1 N1 O2,1.68
La1 Ge1 N3,2.24
Ta1 Si1 N1 O2,0.84
Y1 Cd1 N1 O1 F1,1.12
Cs1 Be1 N1 O2,2.58
Zr1 Ni1 O2 F1,0.78
Cd1 Hg1 S1 O2,1.18
Tl1 Pd1 N2 O1,2.5
Mg1 Zr1 O3,0.14
Be1 Pb1 S1 O2,1.68
Rb1 Hf1 N1 O1 F1,0.84
Zn1 Re1 O2 F1,1.72
Be1 Nb1 O2 F1,0.84
Mg1 Mn1 N3,2.48
Pd1 W1 N2 O1,0.5
Os1 Ru1 S1 O2,1.7
Mn1 Sn1 O2 F1,0.22
Y1 Cu1 O3,1.52
Fe1 Au1 O2 F1,2.38
Sc1 Zn1 N1 O2,1.28
Ba1 Ru1 S1 O2,3.02
Mg1 Pb1 N2 O1,1.78
Tl1 B1 N2 O1,2.08
Ge1 Bi1 N1 O1 F1,1.22
Mn1 Rh1 N1 O2,0.96
Ga1 Rh1 O3,1.06
Li1 Ir1 N1 O1 F1,1.42
In1 Pt1 N2 O1,1.6
Nb1 Ge1 O2 F1,0.48
Hf1 Re1 N3,2.06
Sr1 Al1 N3,2.3
Ti1 Mo1 O3,1.08
Re1 Mo1 N2 O1,1.62
Mn1 Ni1 N1 O2,1.18
Mg1 Mo1 N3,1.84
Rb1 Mg1 N3,2.72
Re1 Mo1 O2 F1,1.38
Zr1 Sn1 N1 O2,0.56
Co1 Bi1 O3,1.14
K1 Si1 N1 O1 F1,3.64
Sr1 Ru1 S1 O2,0.88
K1 Bi1 N2 O1,2.36
V1 Bi1 N1 O2,0.5
Ta2 N1 O1 F1,1.16
Ca1 Ru1 S1 O2,1.24
V1 Ru1 N3,1.52
K1 Sn1 S1 O2,1.06
Li1 Re1 N1 O2,0.3
Zr1 Rh1 O2 F1,0.84
Na1 Co1 N1 O2,1.02
Ru1 Pt1 N3,1.96
Na1 Cr1 N2 O1,1.22
Cs1 Zn1 N3,2.88
Be1 Pb1 S1 O2,1.3
Sc1 Si1 N3,0.9
Ga1 Ag1 O3,1.54
Al1 Pt1 O2 F1,2.12
Zn1 Cd1 O2 F1,1.3
Ca1 Pt1 O2 F1,2.06
B1 Te1 N2 O1,2.8
Mn1 Ag1 S1 O2,0.9
Mg1 Mn1 O3,0.16
Mn2 S1 O2,0.72
Li1 Re1 O3,0.2
Li1 Cr1 O3,1.12
Sb1 Au1 N2 O1,1.66
Tl1 Au1 S1 O2,1.56
Ga1 Sn1 N2 O1,1.14
Rb1 Nb1 N2 O1,1.2
Pd1 Rh1 N1 O1 F1,1.36
Pd1 Au1 O3,1.94
La1 Mg1 N1 O1 F1,1.62
Zn1 Te1 N2 O1,1.28
Hf1 Pd1 N1 O1 F1,2.06
Ni1 Hg1 O3,1.86
Ni1 Sn1 O3,0.8
Ta1 Re1 N2 O1,0.86
Ca1 Ga1 N3,1.76
Pt1 Pb1 N1 O2,1.26
Cd1 B1 O2 F1,2.68
Ba1 Pt1 O2 F1,2.3
Si1 Sb1 N3,1.24
Sc1 Au1 N1 O2,1.78
Be1 B1 O3,2.9
Zn1 Pd1 S1 O2,1.08
Al1 Ir1 N3,1.58
Ca1 Cr1 N3,1.02
Cs1 Li1 O3,1.88
Zr1 Os1 N2 O1,1.36
Zn1 Pb1 O3,1
La1 Nb1 S1 O2,1.2
Bi1 Pb1 N3,1.7
Cd1 W1 N1 O2,0.34
Cs1 Cd1 N1 O2,1.7
Li1 Pd1 S1 O2,1.32
Rb1 Co1 N1 O1 F1,1.26
Be1 Hg1 N2 O1,2.58
K1 Cr1 O2 F1,3.02
Ga1 Au1 N1 O1 F1,1.8
Te1 As1 N3,1.96
Hf1 W1 N1 O1 F1,1.3
Be2 N3,2.46
Ta1 V1 O3,0.44
Nb1 V1 O3,0.44
Sc1 B1 N1 O1 F1,1.18
Zr1 Cd1 N1 O1 F1,0.52
Be1 Co1 N1 O1 F1,1.64
Zr1 Cu1 N2 O1,1.1
In1 Os1 S1 O2,0.98
Hg1 W1 N1 O1 F1,0.56
Ge1 Mo1 N3,0.76
Bi1 Os1 N2 O1,1.04
Cs1 K1 O2 F1,1.54
Sb1 As1 O2 F1,1
Zr1 Ag1 N3,1.64
Mg1 Al1 N2 O1,1.56
Na1 Hf1 N1 O2,0.62
Tl1 Rh1 N3,1.8
Nb1 Rh1 O3,1.26
Cs1 La1 N3,2.88
Nb1 W1 O3,1.24
B1 Sb1 N1 O1 F1,1.14
Sc1 Ta1 O2 F1,1.26
Te1 Ir1 S1 O2,1.36
La1 Pb1 O2 F1,0.54
Sc1 Fe1 N3,0.96
Hg1 Bi1 N3,2.34
Li1 Cd1 N3,2.84
Mn1 W1 N1 O2,1.3
Cu1 Te1 S1 O2,1.16
Li1 Os1 N3,2.4
Te1 Pd1 N1 O2,1.42
Ti1 Be1 N2 O1,1.98
Al1 In1 N1 O2,0.9
K1 B1 N1 O2,2.84
V1 B1 N2 O1,1.52
Si1 Ag1 S1 O2,1.78
Be1 Ge1 S1 O2,1.08
La1 Pt1 N1 O1 F1,1.3
Li1 Sc1 N1 O2,1.76
Pd1 Pt1 N3,1.82
Ga1 Cu1 N1 O2,1.22
Mn1 Ag1 N3,1.52
Na1 Ag1 N1 O1 F1,2.12
Fe1 Sb1 N3,1.4
Ca1 Ag1 S1 O2,1.42
Hf1 Ag1 N2 O1,1.82
Na1 Mn1 N1 O1 F1,2.28
Tl1 Ag1 N3,2.44
Nb1 Ag1 O3,1.56
Fe1 As1 N2 O1,1.14
K1 Mo1 N1 O1 F1,0.6
La1 Al1 N1 O2,2.32
Cr1 Cu1 N1 O1 F1,1.48
Ti1 Al1 O2 F1,0.58
Li1 Re1 O2 F1,1.94
Zr1 W1 O2 F1,1.44
Mg1 Ti1 N1 O1 F1,1.66
Be1 Fe1 S1 O2,1.08
La1 Pb1 O3,0.66
Y1 As1 N1 O1 F1,1.18
Sc1 Mo1 N2 O1,1.9
Nb1 Sn1 N1 O2,0.94
Mg1 Cr1 O3,1.08
La1 Zn1 N2 O1,1.18
Tl1 Bi1 O2 F1,1.06
Hf1 Cu1 O3,0.56
Hf1 B1 O2 F1,1.54
Tl1 Co1 N1 O2,2.36
Fe1 Co1 S1 O2,1.02
K1 Pt1 O2 F1,1.22
Cr1 Re1 N1 O1 F1,1.02
Na1 Zn1 N1 O2,1.52
Sc1 W1 O2 F1,1.42
La1 Mo1 O2 F1,0.86
Hg1 B1 O2 F1,1.3
Cs1 Mg1 O3,1.22
Re1 Te1 S1 O2,1.1
Hg1 Au1 N2 O1,2.72
Co1 Te1 N3,2.12
Al1 As1 N3,1.98
Cs1 Mo1 N2 O1,2.6
Mg1 Mo1 N1 O2,0.52
Cr1 Ir1 N1 O2,1.18
Cu1 B1 N3,2.22
V1 Hg1 S1 O2,2.02
Sb1 W1 O2 F1,0.86
Sr1 Rh1 O3,0.68
Na1 B1 N1 O2,2.38
Sr1 B1 N2 O1,4.04
Na1 Ca1 N1 O1 F1,2.02
Ba1 Pb1 N2 O1,1.44
V1 Fe1 N2 O1,0.9
Cd2 S1 O2,1.02
V1 Pd1 O2 F1,1.86
Ta1 Cr1 N2 O1,0.32
Co1 Ru1 N1 O1 F1,1.44
Ti1 Zn1 N1 O2,1.74
Fe1 Au1 S1 O2,1.06
Tl1 Co1 O2 F1,0.66
Zr1 Sn1 N1 O1 F1,1.6
Cs1 Si1 N2 O1,2.22
La1 Os1 O2 F1,2.4
Bi1 Mo1 S1 O2,0.68
In1 Mo1 N2 O1,0.7
Li1 Mn1 N3,2.78
Sr1 Ag1 O3,1.16
Ni1 W1 N3,1.2
Sr1 La1 O2 F1,0.44
Te1 W1 S1 O2,0.98
Ba1 Na1 N1 O1 F1,1.8
Ti1 V1 S1 O2,0.6
Sr1 Zn1 N2 O1,2.96
V1 Ge1 N2 O1,0.86
Al1 Sn1 S1 O2,1.34
Rb1 Al1 O3,3.26
Au2 N3,2.2
Tl1 Fe1 N3,2.96
Cs1 Ta1 O2 F1,3.34
La1 Ti1 O3,1.16
Ti1 B1 N3,2.74
Rb1 Li1 N3,3.22
Li1 Mo1 N3,2.18
La1 Sb1 N3,0.66
Zn1 In1 O2 F1,0.68
Ge1 Au1 S1 O2,1.06
B1 Pd1 O3,2.5
Ti1 Au1 N2 O1,1.18
Nb1 In1 N3,0.98
La1 Tl1 S1 O2,1.1
La1 B1 N3,1.3
Ti1 Os1 O3,1.72
Cd1 Rh1 S1 O2,1.22
Li1 Ti1 N1 O1 F1,0.7
Al1 Tl1 S1 O2,1.6
Mn1 Hg1 N1 O2,1.02
Tl1 Ir1 N3,3.4
Tl1 Au1 O3,1.6
Nb1 Au1 N3,1.86
Y1 Cd1 O2 F1,0.58
Mn1 In1 O3,0.28
Re1 Ni1 N3,2.02
Si1 Hg1 N3,1.62
La1 Sn1 S1 O2,0.6
V1 Ag1 N2 O1,1.76
Li1 Ge1 O3,0.6
Cs1 V1 O3,0.12
Cu1 As1 N3,2.26
Sc1 Cr1 N2 O1,1.82
Ag1 Au1 S1 O2,1.36
Cs1 Na1 N1 O1 F1,1.96
Hf1 Tl1 N1 O1 F1,0.6
Cd1 Ni1 S1 O2,1.22
Zr1 Tl1 N1 O1 F1,2.18
Zr1 Hg1 O2 F1,0.38
Si1 Rh1 O3,1.14
Hf1 Si1 N3,0.74
Re1 Pt1 N2 O1,1.78
Cu1 Mo1 N1 O1 F1,1.58
Na2 N3,3.08
Nb1 Ru1 N1 O1 F1,1.6
Ga1 Pt1 O3,1.3
Y1 Bi1 S1 O2,1.12
Ca1 La1 O3,0.68
Mg1 Re1 N1 O2,2.1
Pd1 Os1 N1 O1 F1,1.02
In1 Ge1 O3,0.8
Al1 Mo1 O2 F1,1.24
Ba1 Pd1 N1 O1 F1,1.12
Hf1 Sn1 O3,0.2
Mg1 Si1 O3,2.04
Sc1 Al1 N1 O1 F1,0.72
Zr1 B1 S1 O2,1.42
Zr1 In1 O3,0.34
Cd1 Ag1 N1 O2,2.04
Ba1 Al1 N3,3.58
Hf1 Pt1 N1 O2,1.64
Li1 Hg1 N1 O1 F1,1.92
Mg1 Sc1 O2 F1,0.76
Mn1 Cd1 N1 O2,1.88
Sr1 Al1 N2 O1,1.4
Li1 In1 N1 O1 F1,1.7
Al1 Os1 N2 O1,1.98
Nb1 Tl1 N1 O2,2.26
Rb1 Au1 S1 O2,1.72
Ga1 Co1 S1 O2,0.96
V1 Co1 N2 O1,0.64
K1 Co1 N1 O2,1.82
Sn1 Bi1 O2 F1,0.66
Be1 Pb1 N3,1.96
B1 Pd1 N2 O1,1.78
As1 Pd1 O3,1.44
Ti1 As1 N3,1.62
Zr1 Ru1 N1 O2,1.24
Zr1 Rh1 N2 O1,1.24
Nb1 Tl1 N2 O1,0.84
Nb1 Sb1 S1 O2,0.86
Co1 Sn1 N1 O2,1.02
Zr1 Zn1 S1 O2,0.68
Be1 Bi1 N3,3.02
Al1 Zn1 N2 O1,1.8
Tl1 W1 N2 O1,0.62
Mo1 Pb1 N1 O2,0.3
Te1 W1 N3,1.1
Y1 Sc1 N1 O2,1.56
Ca1 Fe1 S1 O2,0.64
Sr1 Cu1 S1 O2,1.34
Co1 Cu1 N3,1.6
Ba1 Pt1 N1 O1 F1,2.7
Hf1 Fe1 N2 O1,1.12
Cd1 B1 N1 O1 F1,2.86
Hf1 Pd1 O2 F1,2.16
Nb1 Ag1 O3,0.2
La1 Mg1 O2 F1,1.06
Si1 Ag1 N2 O1,1.44
Ba1 Ir1 S1 O2,0.88
Mn1 Si1 N2 O1,0.9
Y1 Hf1 O3,0.52
La1 Sn1 N3,0.88
B1 Te1 N3,3.04
Si1 Ge1 S1 O2,1.4
Ag1 Au1 O3,2.06
Zr1 Pt1 S1 O2,1.54
Be1 Ag1 S1 O2,1.6
Ti1 Si1 N2 O1,1.08
Si1 Pt1 O3,1.4
Sr1 Au1 N3,2.28
Zr1 W1 N3,1.06
Ga1 As1 N2 O1,1.1
La2 N1 O2,0.66
Ta1 Mo1 N2 O1,0.44
Ni1 Ir1 S1 O2,1.44
Na1 Ir1 O3,0.84
Hf1 Ti1 S1 O2,0.82
Hf1 Ge1 N2 O1,0.94
Y1 Sb1 N1 O2,1.48
Ca1 Ge1 S1 O2,0.54
Hf1 Ge1 N2 O1,0.82
Ru1 Au1 N1 O2,2.1
Ca1 Pt1 N1 O1 F1,1.58
Zn1 Cd1 N1 O1 F1,1.7
Al1 Pt1 N1 O1 F1,2.24
Ca1 Ti1 N2 O1,0.94
Zr1 V1 N3,1.62
Rb1 Bi1 N2 O1,2.08
Pd1 Rh1 O2 F1,1.28
Fe1 Si1 S1 O2,1.42
Zr1 Be1 N1 O2,0.92
Si1 Hg1 N2 O1,2.46
Re1 Mo1 N1 O1 F1,1.3
K1 V1 S1 O2,0.68
Ca1 Tl1 N1 O2,1.96
V1 As1 N2 O1,0.64
K1 As1 N1 O2,2.92
Co1 Pd1 O3,1.56
Sb1 Ru1 O3,0.94
Rh1 Au1 O3,1.78
La1 Ti1 N2 O1,1.6
Re1 Rh1 S1 O2,1.68
Ti1 Co1 N3,1.72
K1 Li1 N2 O1,2.98
K1 Tl1 O3,1.16
Mn1 W1 N3,1.1
Zr1 Rh1 N1 O1 F1,0.96
K1 Si1 O2 F1,3.16
Sr1 Mo1 N1 O2,0.02
Ta2 O2 F1,0.94
Mo1 Ir1 N1 O2,1.46
Mn1 Sn1 N1 O1 F1,0.64
Mo1 Os1 N1 O2,1.64
Ba1 Tl1 N1 O2,1.9
Y1 Au1 N2 O1,1.7
Zr1 Ni1 N1 O1 F1,0.88
Sc1 Ru1 O3,1.36
Be1 Nb1 N1 O1 F1,1.14
Rb1 Hf1 O2 F1,0.14
Zn1 Re1 N1 O1 F1,2
La1 Co1 S1 O2,2.3
Ge1 Bi1 O2 F1,0.94
Nb1 Ge1 N1 O1 F1,0.5
Sc1 V1 O3,0.34
Li1 Ir1 O2 F1,1.32
Cs1 Cr1 N2 O1,2.64
Ca1 Hg1 N2 O1,2.16
Al1 Pb1 N2 O1,1.32
Fe1 Au1 N1 O1 F1,2.06
Hf1 Hg1 S1 O2,2.44
Mn1 V1 N3,1.26
Sb1 Pt1 N2 O1,1.18
Ba1 W1 O3,-0.16
Al1 Fe1 N3,1.3
Cr1 Cu1 O2 F1,0.98
K1 Ba1 S1 O2,2.04
K1 Mo1 O2 F1,0.24
Li1 Si1 O3,1.68
Na1 Ag1 O2 F1,2.2
Al1 Co1 N3,1.24
Ba1 Ir1 N3,1.26
B1 Te1 S1 O2,1.24
Na1 Mn1 O2 F1,1.74
Mg1 Be1 S1 O2,1.06
K1 Re1 N3,4.66
Ta1 Au1 N1 O2,0.74
Y1 As1 O2 F1,1.3
Zn1 Sn1 N3,2.04
Sr1 Pt1 O3,0.84
Fe1 Pt1 O3,1.56
Ti1 Al1 N1 O1 F1,1.08
Na1 Zr1 N3,2.06
Mg1 Ti1 O2 F1,0.98
Zr1 W1 N1 O1 F1,1.28
Li1 Re1 N1 O1 F1,2.2
Ti1 Cr1 N1 O2,0.38
Mg1 Pt1 N1 O2,1.34
K1 Zn1 N2 O1,2.26
Cr1 Ge1 N1 O2,0.48
Co1 Ge1 N2 O1,1.12
Mg1 Nb1 N3,1.14
Ca1 W1 O3,0.1
Cu1 Pb1 O3,1.1
La1 Pb1 N1 O1 F1,1
Rb1 Pt1 N2 O1,4.34
Cu1 Ni1 O3,1.54
La1 Pt1 O2 F1,1.2
Mg1 In1 N1 O2,1.36
Sc1 Te1 O3,0.76
Sb1 As1 N1 O1 F1,1
In1 Pt1 N2 O1,1.48
Si1 Pb1 S1 O2,1.86
Cs1 K1 N1 O1 F1,2.54
Na1 Sn1 S1 O2,1.3
Bi1 Pt1 S1 O2,1.04
Cs1 Si1 N1 O2,3.46
Hg1 W1 O2 F1,0.46
Ni1 B1 N2 O1,2.04
Sc1 Ta1 N1 O1 F1,1.72
B1 Sb1 O2 F1,1.24
Mn1 Cd1 N1 O2,0.7
K1 Tl1 S1 O2,1.54
Mg2 N2 O1,2.28
Rb1 Co1 O2 F1,0.92
Be1 Bi1 N1 O2,1.34
Sn1 Pd1 N2 O1,1.8
Hf1 W1 O2 F1,1.56
Ti1 Pb1 O3,0.06
Ga1 Au1 O2 F1,1.6
K1 Cr1 N1 O1 F1,2.76
Pd1 Pb1 N3,1.76
Ir1 Au1 N2 O1,1.84
Be1 As1 O3,1.1
Ca1 Pb1 S1 O2,1
Zr1 Cd1 O2 F1,0.28
Hf1 Pb1 N2 O1,1.58
Cr1 Hg1 N1 O2,2.16
Be1 Te1 O3,1.96
Be1 Co1 O2 F1,1.22
Cs1 Ca1 N1 O2,2.06
Sr1 W1 N3,0.64
Cu1 As1 S1 O2,1.2
Sc1 B1 O2 F1,1.18
V1 Ir1 S1 O2,1.26
Zn1 Ni1 N2 O1,1.8
As1 Pd1 N1 O2,1.48
Re1 As1 S1 O2,1.08
Zr1 Ir1 O3,1.46
Ge1 Os1 N3,1
Ba1 Na1 O2 F1,1.12
Cs1 Ta1 N1 O1 F1,2.34
Li1 Al1 N2 O1,2.94
La1 Sc1 N2 O1,2.04
Cr1 Te1 O3,0.6
Sr1 La1 N1 O1 F1,1.14
Cu1 Te1 S1 O2,0.9
Fe1 Hg1 N3,1.7
Bi1 B1 O3,2.46
Nb1 Pt1 O3,1.52
Tl1 Pt1 N3,1.98
Zn1 In1 N1 O1 F1,1.16
Ba1 Na1 O3,1.1
Cs1 Mn1 S1 O2,1.26
Ag1 Pd1 N3,1.96
Ga1 Te1 O3,0.94
Sc1 Si1 N1 O2,2.08
V1 Pd1 N1 O1 F1,1.72
Co1 Ru1 O2 F1,1.58
Ca1 Sc1 N1 O2,0.9
Na1 Ca1 O2 F1,1.14
Zr1 Ir1 N2 O1,0.96
Bi1 Rh1 N2 O1,1.24
Bi1 Ru1 N1 O2,0.96
La1 Os1 N1 O1 F1,2.76
Ta1 Be1 N1 O2,0.68
In1 Rh1 S1 O2,1
Hf1 Fe1 N3,1
Fe1 Rh1 O3,1.34
Ga1 Au1 N3,1.96
Zr1 Sn1 O2 F1,1.64
Tl1 Co1 N1 O1 F1,0.98
Cd1 W1 S1 O2,2.4
Ca1 Zn1 O3,1.82
Pd1 Rh1 N3,1.62
Be1 Co1 O3,1.32
Ti1 In1 N3,2.46
La1 Mo1 N1 O1 F1,0.76
Be1 Ir1 N2 O1,1.76
Hg1 B1 N1 O1 F1,1.6
Cr1 Pt1 N2 O1,1.04
Co1 Pt1 N1 O2,1.82
Ga1 Ir1 N1 O2,1.36
Ba1 Ag1 N2 O1,1.86
Sb1 W1 N1 O1 F1,0.84
Ge1 As1 S1 O2,0.78
Rb1 Ge1 N1 O2,2.88
Mg1 Ru1 S1 O2,1.04
Hf1 B1 N1 O1 F1,1.42
Hf1 Ga1 S1 O2,0.78
Cd1 B1 N1 O2,1.58
K1 Cu1 N3,4.28
Tl1 Bi1 N1 O1 F1,1.38
Na1 In1 N2 O1,2.04
Ge1 Sb1 N1 O2,0.92
K1 Pt1 N1 O1 F1,1.42
Sc1 W1 N1 O1 F1,1.3
Cr1 Re1 O2 F1,0.96
V1 Ga1 N3,1.24
V1 Sb1 N1 O1 F1,1.3
Al1 Te1 N1 O1 F1,1.84
Ba1 In1 O2 F1,0.1
Sc1 Mo1 N3,1.3
Rb1 Sc1 N3,2.18
Sr1 Ga1 S1 O2,0.78
Li1 Cd1 S1 O2,1.98
B1 Os1 S1 O2,1.84
Cu1 Sn1 O2 F1,0.72
Cr1 As1 N1 O2,0.56
Ta1 Au1 N1 O1 F1,2.38
Co1 As1 N2 O1,1.18
Zr1 Au1 O3,0.98
Sb1 Ir1 N1 O2,1.08
Zr1 Pd1 N1 O1 F1,0.82
Ag1 W1 N3,1.84
Rb1 Fe1 N1 O2,0.94
Zn1 Os1 S1 O2,1.16
Na1 Ag1 O2 F1,1.56
Ta1 Fe1 O2 F1,0.5
Rb1 V1 N1 O1 F1,3.56
Sc1 Mn1 N3,1.4
Hf1 Bi1 N1 O2,2.32
Re1 Sb1 N1 O1 F1,1.04
Rb1 Ge1 N1 O2,0.86
V1 Ag1 N3,2.6
Ga1 Os1 S1 O2,1.26
Zr1 Te1 S1 O2,1.36
Sc1 Ga1 O2 F1,0.62
Rh1 W1 N3,1.5
Si1 Os1 N1 O1 F1,1.86
Ni1 Rh1 O2 F1,1.42
Nb2 N3,0.74
Nb1 Tl1 O3,0
Cd1 Sn1 O3,0.44
Cu1 Ge1 S1 O2,1.22
Si1 W1 S1 O2,1.44
Zr1 Si1 O3,1.06
Ge1 Pd1 N1 O2,1.42
K1 Sr1 N1 O1 F1,2.02
Na1 Pb1 N1 O1 F1,1.44
Al1 Zn1 N1 O2,1.2
Mn1 Au1 O3,1.08
Ba1 Ca1 N2 O1,1.94
K1 As1 N3,4.24
Sn1 W1 N2 O1,1.14
Co1 Bi1 N3,1.32
Y1 Re1 O2 F1,1.28
Hg1 Os1 O2 F1,1.02
V1 Rh1 N3,1.84
Cr1 Os1 N3,1.36
K1 Mn1 O3,2.48
La1 Ni1 N1 O1 F1,0.82
Ta1 Sb1 N3,1.82
Li1 La1 O3,1.22
Ta1 Sb1 N2 O1,0.36
Sn1 Rh1 N1 O2,1.04
Sn1 Ru1 N2 O1,1.1
Ta1 Tl1 S1 O2,0.3
Al1 B1 N1 O2,2.6
Zn1 Pb1 N3,1.94
Ba2 N2 O1,2.04
Sr1 Si1 N1 O1 F1,0.9
Rh2 O2 F1,1.46
Ga1 Os1 N3,1.84
Sc1 Si1 N2 O1,0.74
Li1 In1 S1 O2,1.14
In1 Rh1 O3,0.94
Sr1 Mg1 N1 O2,2.24
Ca1 Cd1 N3,2.14
Os1 Rh1 N1 O1 F1,1.22
Ge1 Pt1 O2 F1,1.2
V1 Ge1 N1 O1 F1,0.62
Cr1 As1 O2 F1,0.74
Hf1 Fe1 O3,0.76
Sr1 La1 O2 F1,0.96
Na1 In1 N1 O2,2.06
Ca1 Mg1 N3,2.34
Hg1 Rh1 N1 O1 F1,1.16
Ba1 Ni1 O3,2.36
Y1 Cu1 O2 F1,0.92
Re1 Te1 N2 O1,1.6
Nb1 Mo1 S1 O2,0.66
Pd1 Pt1 N2 O1,1.84
Ag1 W1 O3,0.3
Cs1 Ta1 N3,2.64
Sc1 Os1 N3,1.5
K1 Ni1 O2 F1,1
K1 Y1 N3,2.14
Mg1 Ag1 O2 F1,1.18
Mn1 Al1 N1 O1 F1,0.86
Re1 Ge1 S1 O2,0.86
Hg1 Ru1 N2 O1,1.98
Ga1 Pb1 S1 O2,0.72
Al1 Ag1 N1 O1 F1,1.08
Mg1 Mn1 O2 F1,0.7
Sc1 Cd1 N1 O2,1.56
Fe1 Pt1 O2 F1,1.28
Mn1 Nb1 N2 O1,1.08
