formula,target
Ca11 Al14 O32,3.372
Eu1 Ni2 Ge2,0
Tm4 Sn4 O14,2.6486
Na4 Ga4 O8,2.8582
Tl1 W6 O18,0
Rb6 S6 O18,5.0191
Mg1 In2 Te4,0.6792
Li2 Cu1 Ge1,0
Ca2 Sn2 O6,2.9435
Ca12 As4 N4,0.894
Tm9 Fe10 Ge10,0
Tm1 Ni2 Ge2,0
Nd2 Fe2 Si4,0
Sc2 P2 O8,4.5189
Ba8 Al16 O32,4.0969
U2 As4 Pd2,0
U2 Sb4 Pd2,0
K8 Gd4 C6 O18 F8,2.7175
K6 Sn4 S6 Cl2 O24,3.9354
Lu8 Fe56 B4,0
Ce2 Ge2 Au2,0
Nd1 Ag2 Ge2,0
Ge3 Pd6,0
Sc3 Tl1 C1,0
Mn3 Fe3 As3,0
Rb1 Ce1 Te2,0.1256
Na2 Zn2 Sb2,0
Y1 Co1 C2,0
Tb1 Si2 Pd2,0
Pr1 Sb12 Os4,0
Ca1 Co2 Ge2,0
Be1 Al1 B1,0
Sr4 Te4 O16,2.2328
Sm1 Si2 Pd2,0
Na2 Si4 Pd6,0
Ho1 Ni2 Ge2,0
Nd1 Ni2 Ge2,0
Er1 Si2 Cu2,0
Na6 Al6 Si6 Ag2 Br2 O24,3.3353
Pr4 Ag4 As8,0
Ho2 Ag2 Sn2,0
Nb1 Ru1,0
Nd1 Si2 Pd2,0
Tm4 Cd2 S8,1.1768
Zr4 S8 O32,3.5633
K1 Er1 S2,2.3715
Dy8 Al8,0
Sm1 Co2 Ge2,0
Dy1 Ge2 Rh2,0
Cr4 Cd2 S8,0.4178
Tb2 P2 O8,5.8675
Th1 Sn3,0
La8 Se12 O36,3.512
K4 B4 S14,2.4971
Tb2 Al8 Ni2,0
Sr2 Pd1 O3,0.2271
Sm1 Rh1,0
Ca6 Sn26 Rh8,0
Mg1 Au1,0
Nd2 Cu4 O8,0
Ba4 Al4 F20,7.2832
Nd8 S12,0.7596
Cd2 C2 O6,2.6226
Sr4 Zr4 O12,3.6203
Cs16 U20 O68,1.5343
Pr4 Sn4 O14,2.6358
Tb2 Sc2 Ge2,0
La1 Co2 P2,0
Sr1 As2 Ru2,0
Ca2 S2 O8,5.9393
Rb2 Te1,1.8843
Ho1 Co2 Ge2,0
Ho6 Fe1 Sb2,0
Al4 S6 O24,6.0272
Rh3 Pb3,0
La4 Ta4 O16,3.468
Ta4 Pt6 Se16,0.6803
Li8 Se2 O10,2.4442
Ca2 Au4,0
Nd2 Te4 Se2,0
Pr1 Si2 Ni2,0
Ca1 Cu2 Ge2,0
Y3 Al1 C1,0
U2 P2 S2,0
Th1 Mn2 Si2,0
Tb1 Si2 Ni2,0
Cu4 Sb4 S8,0.7533
Tm1 Si2 Ni2,0
Ho2 Si2 Cu2,0
Ca4 Si4 Pt4,0
Ca8 Si4 O16,4.1994
Er1 Mn2 Ge2,0
Sr1 Fe2 As2,0
Zr4 Nb4 P4,0
La2 S1 O2,3.0609
K1 Pr1 O2,3.6626
Co4 As12,0
Y1 Cu2 Ge2,0
Tb1 Cu2 Ge2,0
K8 S4 O16,5.2088
Cd4 Si2 O8,1.7277
Ho1 Cu2 Ge2,0
La2 Te1 O2,2.0287
Ca1 As2 O6,3.2948
Li8 S4 O16,6.0219
Li8 Ge2 O8,4.0961
La1 Ge2 Rh2,0
Ba4 Nb14 O23,0
Yb2 Ta2 O8,0
Y6 Al4 Ni12,0
Sr4 Ge2 S8,2.3165
La2 Si2 Ru2,0
Nd4 Rh4 O12,0.6468
Tl6 B2 O6,1.303
Dy1 Ni1 C2,0
Pr4 P4 O16,5.6478
Sr4 Nb8 O24,2.9952
Sr8 Pt2 O12,2.2143
Pr1 Zn1,0
U1 Al8 Fe4,0
K1 P1 F6,7.0206
Hf2 Si2 O8,5.3111
Zr4 Sn2 C2,0
Tb1 Si2 Ag2,0
Rb8 Se4 O16,3.6361
Li12 Be6 F24,7.5979
Zr2 Si2 Se2,0
Sr3 P2 O8,5.4064
Yb1 Si2 Pd2,0
La2 Ni8 B2,0
Tl1 Cr1 Te2,0
Pd2 Se4 O10,0.9947
Sr4 Tl8 O16,0.0829
Li40 Ga8 O32,3.763
Cd8 P16 O48,3.9273
Nb6 F15,0.1498
Tm1 Fe2 Ge2,0
Sc4 O4 F4,4.4759
Yb4 Cd2 Pd4,0
Zr6 Sn6 Rh6,0
Tb8 P8 S32,2.1702
La3 B6 Ru8,0
Sc1 Co3 B2,0
Rb1 In1 Mo2 O8,3.9647
La6 Mn2 Ga2 S14,0.4503
Na4 Co8 O16,0.581
Dy1 Co2 B2,0
Ba8 Al4 In4 O20,2.0183
Nb4 Cl12 O4,2.8024
K32 Ge8 S32,2.7133
K6 Ga6 B6 O21,3.7999
Cs1 Li1 Mo1 O4,4.424
Na4 Fe2 Ni2 F14,2.769
Mn8 Co8 Sb8,0
Na4 Ti2 Si2 O10,2.9882
Ba4 Ca8 P24 N48,4.0726
Rb12 Nd8 N36 O108,3.4486
Zr12 Zn12 C4,0
Sr24 Cr8 N32,1.5373
Zr48 Zn48 N16,0
Nb10 N12,0
Ho1 In1 Pd2,0
Nd2 Mg1 Tl1,0
Nd1 Sn1 Au2,0
Nb1 Ge1 Ru2,0
Mn1 Ge1 Ru2,0
Ti6 Al16 Ni7,0
Lu2 Cu2 Pb2 Se6,1.0865
Li1 Zr1 Pt2,0
Be1 Co2 Si1,0
Sm1 Mg1 Rh2,0
Ca8 P4 N12,2.6026
Ba3 Na3 P3,0.8555
K2 Ge2 Cl6,2.8194
Th1 B2 Ir3,0
Ni21 B6 Sb2,0
Sc1 Au2,0
Hf2 Ga2 Cu2,0
Na4 Pt2 S4,1.1357
Sr1 Mg2 N2,1.6917
Sr2 Ag2 P2,0.1136
Yb1 Si2 Ag2,0
Ba3 Al2 Ge2,0
Ca3 Al2 Ge2,0
Sr3 Al2 Ge2,0.0431
Sc4 Al2 Si4,0
Ca2 P2 Au2,0
Sr1 Ge2 Rh2,0
Ba1 Ge2 Rh2,0
Lu1 Rh3 C1,0
Mg1 Ni3 C1,0
Zr1 Ru3 C1,0
V3 Si6,0
Sc1 Rh3 C1,0
Tm1 Rh3 C1,0
Yb1 Rh3 C1,0.0704
Ca1 Cd1,0
Ti3 P3 Ru3,0
Mg4 Si2 Cu6,0
Sr2 Cu2 Sb2,0
Sm1 Ni5,0.0401
Ti1 Fe1 Sb1,0
K1 B6,0
K2 Hg2 Sb2,1.00E-04
B4 Ru2,0
K2 Sn1 As2 S6,1.0089
Rb1 Ce1 Se2,0.0983
Rb1 Pr1 Se2,1.9029
Rb1 Nd1 Se2,1.8958
Rb1 Sm1 Se2,1.899
Rb1 Gd1 Se2,1.3089
Rb1 Tb1 Se2,1.9336
Rb1 Ho1 Se2,1.962
Rb1 Er1 Se2,1.9816
Rb1 Lu1 Se2,2.0335
Zr2 B1 Ir6,0
Yb8 Ge24 Pd4,0
Ta4 Tl4 S12,0.5988
Ca2 Si2 Ni4,0
Ca2 H6 Ru1,2.5664
Rb8 As8,0.5851
Ag1 Sn1 F6,0.435
Sr4 Li4 B4 O12,4.3664
Np1 B2,0
Rb2 Nd4 Cu2 S8,0.9388
Rb2 Sm4 Cu2 S8,0.9672
Na8 Mg4 In4 F28,4.9737
Na2 Yb2 P4 S12,1.696
Ni4 Sb4 Se4,0
As4 Pd4 S4,0
As4 Pd4 Se4,0
La2 B4 C4,0
Pr2 B4 C4,0
Tb2 B4 C4,0
Er2 B4 C4,0
Np1 Ge2 Pd2,0
Pr2 P2 Pd2,0
Sm2 P2 Pd2,0
Ca3 Al7 Cu2,0.0559
Ca1 Al8 Cu4,0
Al3 Pt2,0
Al1 Re2,0
Rb2 Pt1 C2,1.1362
Ho1 Hg1,0
Mg1 Co6 P4,0
Tb2 S2 F2,1.2587
Nd2 Te1 S2,1.5852
K2 Na2 La2 Nb2 O10,3.6387
Sc4 Cd2 S8,0.9581
La10 Si6,0
Ag4 Sn2 Hg2 Se8,0.0008
Ce1 B2 Ir2 C1,0
Li4 Er4 O8,4.1108
Li2 Hf1 N2,1.8975
K8 Ga12 Cu4 Se24,1.0807
Er4 V4 B16,0
Ni4 Ge4,0
Y2 Cu2 As4,0
Dy2 Cu2 As4,0
Er2 Cu2 As4,0
Tm2 Cu2 As4,0
Yb1 Mg2 Sb2,0.684
Lu4 Ge4 Ir4,0
Ba4 P4 S12,3.1048
Ca4 P4 Se12,2.1236
Ba4 P4 Se12,2.1557
Ga2 Ag2 O4,0.5833
Sc2 Ag2 O4,2.1151
Ce2 Al14 Au6,0
Tb2 Al14 Au6,0
Pr2 Al14 Au6,0
Eu4 Zn4 Sn4,0
Er1 Fe6 Ge6,0
Rb16 Sn16,0.7438
Ce6 Bi8 Au6,0
Yb3 Ag3 Sn3,0
Th14 Rh6,0
Ti3 In3 Rh2,0
Ba2 In4 Rh2,0
Yb4 Mg4 Au4,0
Ce2 Sn2 Au2,0
Ce3 Cd3 Au3,0
Eu4 Cd4 Au4,0.0357
Yb4 Cd4 Au4,0
Sr5 Al9,0.011
Eu4 Cd4 Pd4,0.0215
Yb4 Mg4 Pd4,0
Yb1 In5 Rh1,0
Lu4 In4 Rh4,0
Yb4 In4 Rh4,0
Ho3 In3 Rh3,0
Pa2 As4,0
Ac2 O3,3.5226
K2 Cu2 Pd2 Se10,1.0179
Cs2 Y2 Cd2 Se6,2.0855
Cs2 Pr2 Cd2 Se6,1.9664
Cs2 Tb2 Cd2 Se6,2.0647
Cs2 Dy2 Cd2 Se6,2.419
Cs2 Y2 Hg2 Se6,1.3946
Cs2 La2 Hg2 Se6,1.453
V2 P2,0
Sr2 Si8 Cu18,0
Ba2 Si8 Cu18,0
Sr2 Cu18 Ge8,0
Ba2 Cu18 Ge8,0
Na5 Cu1 S1 O2,1.5228
Si8 Sb8 Pt8,0.2099
Nd3 Mg3 Ga3,0
Tm3 Mg3 Ga3,0
Sm3 Mg3 Ga3,0
Sr4 Mg34,0
Sm4 Sb4 Ir4,0
Na16 Mg8 P8 O32 F8,4.736
Ba1 P2 Ir2,0
Li1 Rh1 F6,0
Li1 Ir1 F6,0
K2 Ir1 F6,0
Sr1 Ce1 N2,1.2208
Pr2 B6 O12,5.3949
Nd3 Sb4 Pt7,0.0022
Sm3 Sb4 Pt7,0
Li8 Mg4 Si4 O16,4.6771
Nd4 Te10,0
Cs24 W16 N40,1.9126
Ta3 Si6,0
V2 Au2 S4,0
La2 Mg4 Ni2,0
Sc6 Fe1 Sb2,0
Lu6 Fe1 Sb2,0
Tm6 Fe1 Sb2,0
La2 As2 Pd2,0
Ce2 Ag2 Ge2,0
Lu1 B2,0.1212
Tb8 Al8,0
Al12 W1,0
Y8 Al4,0
Sc1 Ag1,0
Zr2 Ag2,0
Mg4 Zn8,0
Dy1 Pb1 Au1,0
Er2 Au2,0
Li1 Au3,0
Lu1 Au1,0
Na4 Sn4 Au4,0
Sc1 Au1,0
Ba4 Ca4 Sn4,0.2466
Ba2 Cd4,0
Ba1 Sn3 Pd1,0
Be9 Nb3,0.0636
Be1 Pd1,0
Be8 Re4,0
Si4 Ir4,0
Be8 V4,0
Ca1 Hg1,0
Ca1 Hg2,0
Ca6 Hg4,0
Sc1 Ir1,0
Ca1 Sn3,0
Dy1 Cd2,0
Dy2 Cd6,0
Ho2 Cd6,0
Lu2 Cd6,0
Mg2 Cd2,0
Tm1 Cd2,0
Zr1 Cd3,0
Ce1 Pt3,0
V10 S8,0
Sc6 Si6 Ni4,0
Dy2 Ni8 As4,0
Zr4 P4,0
Tb4 F12,7.7511
Ce3 Al3 Ni3,0
Pr1 Al5 Ni2,0
Ga2 Cu1,0
Mg1 Cu1 Sn1,0
Er10 Ga6,0
Er1 In1,0
Dy1 Tl1,0
Eu1 Hg1,0
Tm2 Ga4 Pd2,0
Nb6 Ga4,0
Nd2 Ga4 Ni2,0
Nd1 Cu5,0.0054
Sc2 Ga2,0
Sc2 Ga4,0
Tb2 Ga2,0
Y2 Ga2,0
Gd1 Hg1,0.0099
Gd2 Pd2,0.0045
Gd4 Pt4,0.0094
Er4 Ga4 Co4,0
Er12 Rh4,0
Sc1 Ga6 Fe6,0
Hf4 Ga8,0
Ho4 Ga4 Ni4,0
Y2 Ga4 Ni2,0
Hf4 Mn8,0
Hf1 Rh1,0
Th4 S8,1.0319
K4 Hg4,0
Nd1 Hg1,0
Nd1 Hg2,0
Pr1 Hg1,0
Ti6 O10,0
Sc1 Hg1,0
Tl1 Hg3,0
Tm1 Hg1,0
Mo2 Ir2,0
Mo2 Ir6,0
Y4 Al18 Co6,0
La1 Tl1,0
Mg1 Tl1,0
Mn1 Ni3,0
Mn1 Zn3,0
Mo2 P8,0
La2 Al2 Ge2,0
Nb1 Ru3,0
Ta1 Tc1,0
Co1 Re2 O8,2.1282
Er1 Sb1 Pd1,0.2096
Cr1 N1,0
K1 Np1 O3,0
Nd1 In1,0
Lu3 Ga1 C1,0
Tm1 Bi1 Pt1,0
Sm1 Hg2,0
Y1 Fe2 B2,0
Pu8 Sb6,0
Lu1 Si2 Ni2,0
Y1 Cu1 Ge1,0
Tc1 Ru1,0
Sr1 Zn1 Ge1,0
Pd1 Pt1,0
Ni1 Te1 Se1,0
Nd1 Cu1 Ni4,0
Li2 Al1 Ga1,0
Ir1 Rh1,0
Eu1 Ga1 Si1,0
Na2 Er2 P4 S12,2.5369
Er3 Al3 Ni1 Ge2,0
Sb12 Ir4,0.054
Ba2 Ag4,0
K1 U2 Se6,0
Ba2 Ca1 Re1 O6,0
Sr4 Ca4 Ge4,0.4478
Sr2 Ta1 Ga1 O6,4.0418
Ba4 Be4 F16,7.5543
K1 Au1 F6,2.1117
Sr2 Cu2 S2 F2,1.5103
Li2 Pr4 Os2 O12,0.4065
Sr2 N1,0.0366
Li2 Nd4 Os2 O12,0.4066
Li2 La4 Os2 O12,0.4144
Ni2 Te4 Pd4,0
Co2 Pd4 Se4,0
Co2 Te4 Pd4,0
La2 Cd4 Pd2,0
Sb8 Ir4,0.487
Cs2 Dy2 Cd2 Te6,1.5476
Cs2 Er2 Cd2 Te6,1.5532
Cs2 Ho2 Cd2 Te6,1.5502
Cs2 La2 Cd2 Te6,1.7301
Cs2 Lu2 Cd2 Te6,1.5454
Cs2 Pr2 Cd2 Te6,1.7913
Cs2 Tb2 Cd2 Te6,1.5451
Cs2 Tm2 Cd2 Te6,1.552
Cs2 Sm2 Cd2 Te6,1.7394
Lu4 In2,0
Lu2 Ag2 Sn2,0
Nd2 Zn2 Sb2 O2,0.8325
Sr2 Ni4 Ge2,0
Sr2 Ni6 Ge4,0
Ti2 Te2 P1,0
Sn4 As3,0
K4 Zn2 Te4,2.0535
Ti4 Ga2 C2,0
Ho6 Pd4,0
Er6 Pd4,0
Ti2 Cu6,0
Ba1 Al9 Ni2,0
Pr2 Al6,0
Li1 Mg1 As1,0
Ce4 Cu20 Au4,0.0009
Dy2 C1,0
Th2 Cr1 N3,0
Cr1 Rh3,0
Sc1 Ir3,0
Mo2 Rh2,0
Pr1 Tl1,0
Sr1 Pd5,0
Eu1 Zn1,0
Ca8 Cu4,0
Nd2 Se2 F2,0.9158
Sr2 Pd2 F8,1.3251
U2 Te1 O2,0
U1 Ru3,0
Mn10 B4 P2,0
Ti1 Au4,0
P4 Ru4,0
Li4 Ho4 O8,4.0322
Eu2 Nb2 O8,0
Ti2 Be17,0
Hf4 Al8,0
Mn8 Nb4,0
Re24 Mo5,0
La4 Al4,0
Er4 In2 Pd4,0
Lu4 In2 Pd4,0
Mg2 Rh1,0
Ca1 Mg2 Ni9,0
Ca6 Au8,0
Dy8 S12,0.5938
Nd2 Sn4,0
Pr3 Zn3 Ni3,0
Tb4 Ga4 Pd4,0
Tb4 Al4 Pd4,0
Ca2 Au2,0
Dy3 Si4 Cu4,0
Nd1 Al3 Pd2,0
Mg4 Pd8,0.0056
Mg2 Pd6,0
Th2 Pt2,0
Th2 Rh2,0
Zn4 Cu2 Au2,0
Zr6 Al2 Co1,0
Be1 Au2,0
Th2 Ir2,0
Th2 Ru2,0
Yb2 Al4 Ni2,0
Sr1 Cd2 Ga2,0
Yb4 Al4 Au4,0
Yb2 Al20 Fe4,0
Sm2 Cu2 Sn2,0
Al2 Cu6,0
Ba1 Er2 F8,7.215
Sm2 Al2 Si2,0
Cu2 Ge1 Te3,0
Yb2 In4 Rh2,0
Na4 Li2 Au6,0
Th4 Cu24,0
Er6 Fe2 Si6,0
Tm6 Fe2 Si6,0
Pt2 O4,0.6418
Cu2 Hg1 Ge1 Se4,0
Pr1 Al2 Si2,0
Er1 In5 Co1,0
Sr4 Y2 Sb2 O12,3.7004
Tb4 Si10 Rh6,0
Hf5 Te4,0
Zr2 U6 Sb10,0
Hf2 U6 Sb10,0
Yb2 Ga8 Ni2,0
Nd2 Al8 Co2,0
Ho4 Si4,0
Ba6 Cr2 N6,0
Er1 In3,0
Ce2 P2 Ir2,0
Pr2 P2 Ir2,0
Nd2 P2 Ir2,0
Sr4 P4 Ir4,0
Ba2 Be4 N4,1.1717
Sm2 As2 O8,3.6892
Sm2 Ta2 O8,3.9732
Tb2 Ta2 O8,4.0492
Tm2 Ta2 O8,4.1068
Ho2 As2 O8,3.609
Yb8 Sb6,0
Zr2 Ga2 Au2,0
Hf2 Ga2 Au2,0
Yb1 Fe4 P12,0
Er10 Sb6,0
Zr6 Fe1 Sb2,0
Tb2 Ni8 B2,0
Er2 Ni8 B2,0
Tl9 Pd13,0
Zr6 Sb2 Pt1,0
Sm4 Cd2 Pd4,0
Dy4 Cd2 Pd4,0
K1 Au5,0
Tb4 Cu4 Se8,0.828
La2 Mg4 Pd2,0
Ba2 Ho1 Ta1 O6,3.448
Ti10 Cu2 Sb4,0
Yb4 Zn4 Pd4,0
Yb4 Zn4 Au4,0
Dy2 C1 N2 O2,3.9789
Tm2 C1 N2 O2,4.0299
Na2 Sr6 Ta2 O12,3.8787
Ba2 La1 Ta1 O6,3.6208
Th2 Al6,0
Er1 Al2 Ge2,0
Lu3 Ni3 Pb3,0
Y3 Mg3 Al3,0
Y2 Al4 Ni2,0
Y3 Al3 Ni3,0
Na2 Zn2 As2,0.3636
Ce1 Zn3 Pd2,0
Ce1 Si3 Ru1,0
Ce1 Ge3 Ir1,0
Pr1 Co1 Ge3,0
K4 Ti2 O6,3.4121
Hf4 C2 S2,0
Sr4 Li4 Ge8,0
Ba4 Li4 Ge8,0
Gd4 Zn4 Ge4,0
Y4 Zn4 Ge4,0
Co4 Sb12,0.1651
K2 Na2 Gd2 Nb2 O10,2.7178
Sr2 Lu2 Cu2 S6,1.3435
Nd4 Sb4 O16,2.2255
Sm4 Sb4 O16,2.271
Lu2 Cu2 Sn2,0
Y2 Cu2 Sn2,0
Sc2 Cu2 Sn2,0
Ce2 Zn2 P2 O2,0
Mg4 Pt2,0
Cd8 Sb8,0.3455
Y2 Mg4 Cu18,0
Pr2 Mg4 Cu18,0
Nd2 Mg4 Cu18,0
Sm2 Mg4 Cu18,0
Eu2 Mg4 Cu18,0.0061
Ho2 Mg4 Cu18,0.0227
Yb2 Mg4 Cu18,0
K6 Y2 F12,6.4613
Ho10 Si6,0
Sc1 In1 Cu4,0
Mg2 Si14 Ir6,0
Sc2 U6 Sb10,0
Nb6 Sn2,0
Ce2 Mo2 C3,0
Sm2 Mo2 C3,0
Nd1 Mg1,0
Er4 As4 Pd4,0
Na3 Sr3 P3,1.2357
Sr2 Li2 P2,1.3431
Ba2 Li2 P2,0.9631
Ba2 Cu2 Te2 F2,0.9837
Sr1 Al1 Ge1,0
Sc2 Tl2 S4,0.9338
Sc1 Tl1 Se2,0.6128
Sc1 Tl1 Te2,0.0581
Ba2 Eu1 Nb1 O6,0
Pr2 Lu2 Se6,0.4932
Nd2 Lu2 Se6,0.4956
Rb1 Sc5 Te8,0.3274
Y2 C1,0
Y4 B16 Rh4,0
Er4 B16 Rh4,0
Tm4 B16 Rh4,0
Cs2 U2 Ag2 S6,0.0005
Cs2 U2 Cu2 S6,0
K2 U2 Cu2 S6,0
Rb2 U2 Ag2 S6,0
Ba2 Sr1 Te1 O6,3.1292
Y20 Ge16,0
Cd2 Cu1 P2 O8,0.6916
Sm4 Zn4 Rh4,0
Tb4 Zn4 Rh4,0
Dy4 Zn4 Rh4,0
Ho4 Zn4 Rh4,0
Ce3 Zn3 Pd3,0
Sc2 Ag2 P4 Se12,1.6451
Er2 Ag2 P4 Se12,1.7583
Tm2 Ag2 P4 Se12,1.7753
Nd4 Cu4,0
Sm1 Cu2 Ge2,0
Lu1 Mn2 Ge2,0
La2 Ag2 Pb2,0
Ce2 Ag2 Pb2,0
Th4 Cu20 Sn4,0
Ta6 B4,0
Sr6 Hg4,0
Dy2 Al1 Co2,0
Tb2 Al1 Co2,0
Ba4 Si2 Se8,2.2776
Ba4 Si2 Te8,1.1018
Cu8 Ag2 As6 O24,0
K1 Li6 Ir1 O6,0
K4 Hg4 P12 O36,3.0375
Ta4 Pt2 Se14,0
Nd2 Ga2,0
K4 Na4 Li8 S8 O32,5.2971
Sr2 As12 Pt8,0.1305
Ba2 As12 Pt8,0.1918
Na8 Hf4 Ge6 O24,3.6565
Y6 Fe2 B14,0
Sr4 Ca2 U2 O12,2.2051
La4 Cd4 B20 O40,4.3762
Ba8 Mg4 P8 O32,4.697
Cs2 Cu4 F12,0
Hf4 Si8 Ni6,0
Rb2 Ga14,0
Pr20 Se38,0.3177
Sn16 Au8,0
Y2 B4 Ir4,0
K10 Cu2 As4,0.2613
K10 P4 Au2,0.4875
Nd1 Co1 Ge3,0
Li6 Eu3 Si3 O12,0.0433
K4 V2 Ag2 Se8,1.0266
Rb4 V2 Ag2 Se8,1.0795
Cs4 Nb2 Ag2 Se8,1.8644
Rb4 Li2 Ga2 F12,6.1124
Nd10 Ge6,0
Er8 Te12,0.0521
Li8 Mg8 S12 O48,5.6252
Nd20 Se38,0.2941
Zr2 Ag1 Pd1 F11,0.5633
Cs4 P6,0.8419
Ag1 Sb2 F12,0.5387
K4 As4 Se8,1.5885
K4 Nd4 S8 O32,5.6613
Nd2 Ta14 O38,3.1661
P32 S24,2.8693
Y10 Si28 Os8,0
La2 B4 Rh5,0
Li24 Y4 B12 O36,4.7398
K8 Si8 Sb8 O40,2.8079
Na8 Ti2 O8,3.3246
Fe7 W6,0
Cs4 C4 O4 F12,6.117
Be12 Mo1,0
Tm12 Au24 F108,1.9057
Ba1 Cu8 P4,0
Mg4 Si2 Pt2,0
K2 Pt4 Se6,0.9428
Lu12 Au24 F108,1.897
Ta2 Te10 Pt2,0
Zr4 Al6,0
Nd16 Si8 S12 O28,2.5813
Pr16 Si8 Se12 O28,2.3921
Ba3 Er4 O9,3.2722
Rb8 Tc12 S26,1.0045
Al1 Ni1,0
Li16 Ta2 N8 O1,3.4017
La8 Ta12 S8 O32,0.8317
Al4 Au16,0
La16 Si8 Se12 O28,2.2305
Sc4 Mn2 Se8,0
Sr4 Cu4 P8 O28,0.7906
Rb6 Al2 O6,2.6514
Pr6 Ta2 O14,3.4199
Ba2 Er2 Cu2 S6,1.1587
Al42 Pd16,0
Sr4 Ca2 Ir2 O12,0
Ca12 Hf4 Si8 O36,4.6779
La3 Ge4 Rh4,0.0045
Al6 Pt10,0
K6 B6 S12,2.7676
Rb6 B6 S12,2.8271
Al2 Pt1,0
Ba6 Ta10 O30,0
Nd1 Fe4 Sb12,0
Sb8 P12 Se36,1.4601
Tm1 Mg1,0
Pr2 Pd4 O8,0
Nd2 Pd4 O8,0
Y2 Pd4 O8,0
Gd4 Sn4 F28,4.4455
Sm20 Ge16,0
Li4 Tm4 Si4 O16,4.7792
Ba2 Sm2 C4 O12 F2,4.282
Cs4 K1 Li1 Ga2 F12,6.0599
La8 S16,0.6313
Sm8 Se12,0.3125
Ca12 Si8 Sn4 O36,3.4384
K8 Sn8 As8 O40,2.1357
Th1 Al4 C4,0
U1 B2,0
Na1 Zr2 Zn1 F11,5.7288
K4 V2 Cu2 S8,1.2669
Cs2 Ca1 F4,6.1005
Lu4 Sn4 O14,2.6065
K16 Mg8 Si8 O32,4.0026
Lu8 C14,0
Pr8 S12,0.7775
Ce1 Rh3,0
Er2 Cu4 O8,0
Pr8 Ti8 O28,2.898
Tb4 Si10 Ni6,0
Dy4 Si10 Ni6,0
Ho4 Si10 Ni6,0
Sb14 Mo6,0
K4 Nb2 Ag2 S8,2.1653
K4 Ta2 Ag2 S8,2.5248
Rb4 Ta2 Ag2 S8,1.862
Cs4 Ta2 Ag2 S8,2.6338
Rb4 V2 Cu2 S8,1.2783
K4 V2 Cu2 Se8,1.0028
Rb4 Nb2 Cu2 S8,2.0005
Rb4 Nb2 Cu2 Se8,1.6771
Cs4 Nb2 Cu2 Se8,1.659
Zr4 P8,0
Cr4 Sb4 Se12,0.4753
Tb8 C10,0
Ho8 C10,0
Na16 Cd16 P48 O144,4.7064
Cu4 Ge2 S6,0.1049
Li18 Al6 F36,7.6884
Tb8 Se12,0.3404
Sr6 Cd2 Ir2 O12,0
Lu1 Ir1,0
Tm2 Ti2 Ge2,0
Hf6 Ni1 Sb2,0
Ca4 Al6 Te1 O12,3.1457
Rb2 Na1 Ho1 F6,6.5281
Ba2 As6,0
Sr6 As8,0.6184
U4 B16 Ru16,0
K8 Sb8,0.9049
Sb36 Se16 F156,1.9538
Na8 U4 P8 O36,2.1752
Zr1 Te1,0
Na8 Te2 O10,2.1185
Cs4 Be4 P4 O16,5.1939
Ho1 Tl1,0
K8 Ga8 F32,5.2165
K16 Ga8 As16,1.0115
Rb16 Ga8 As16,0.8526
K16 Ga8 P16,1.2292
Na16 Ga16 As24,1.0249
Mg4 P16 O44,5.1105
Zn4 P16 O44,4.7558
Sm6 Si18 Pt30,0
Pr1 Mg1,0
Tb1 Pt3,0
Te6 Ir3,0
Ca2 Te6 O16,2.0065
Ba8 Li4 Si12,0.0923
Sr8 Li4 Si12,0
K2 Gd4 Cu2 S8,1.033
Rb4 As6,0.3968
Cs4 As6,0.4475
Li18 Ga6 F36,6.2804
K4 Sb20 S32,1.5629
Na6 Au2 S4,2.3033
K6 Au2 Se4,2.0531
Tl6 As2 O8,2.5807
Ce2 B4 Ru4,0
Mg24 N16,1.51
Ho8 B16 C8,0
Tm8 B16 C8,0
Ba1 Mn2 As2,0
Cu2 Rh4 S8,0
Cu2 Rh4 Se8,0
Cr10 B6,0
Zn1 Rh1 F6,0
Cd1 Rh1 F6,0
Hg1 Rh1 F6,0
Sr4 Mg4 Ge4,0.0269
Dy8 B16 C8,0
Ni3 Se3,0
Ce2 Si4 Ni2,0
Si16 Ir12,0
Sb4 Pt6,0
Na4 Se4,0.4799
K12 P44,1.93
K4 Cu2 As2,1.0674
Na4 Cu2 As2,0.659
Li4 Cu2 As2,0
Be2 C1,1.1637
Np2 As2 S2,0
Y4 As4 Pt4,0
Sr10 As6,0
Tb8 B16 C8,0
Sn16 Pd8,0.0097
Ca2 Ta2 Al2 O10,3.8999
Ba4 Zn8 As8 O32,2.9793
Sr4 Ce2 O8,2.2243
Ba3 Li4 As4,0.2653
Zn1 Ga2 Se4,1.3975
Mg2 Si1 Ni3,0
K1 Sm1 S2,2.2759
K1 Dy1 S2,2.3354
Li1 Y1 S2,1.9196
Li1 Dy1 S2,1.9345
Li1 Gd1 Se2,1.1762
Li1 Tb1 Se2,1.5003
Li1 Y1 Se2,1.5239
Li1 Dy1 Se2,1.5348
Li1 Ho1 Se2,1.5729
Li1 Er1 Se2,1.6151
As8 O12,3.62
Mn6 Al18 Si2,0
Li3 Ho3 Ge3,0
Li3 Nd3 Ge3,0
Li3 Sm3 Ge3,0
Lu4 Co6 Si10,0
Ho4 Ge4 Os2,0
Zn4 P6 S1 N12,4.0926
Nd2 Sb2 Pt2,0
Lu10 Sb2 Pd4,0
